tweet_type,generated_text,polarity,subjectivity,bleu_score
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
control,"""Record-breaking progress! This year's surge in renewable energy adoption has resulted in a substantial drop in carbon emissions, paving the way for a greener future #Sustainability #CleanEnergy""",0.0,0.125,0.036612667086152566
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional,"The future is looking BRIGHT! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a greener tomorrow! #ClimateAction #SustainabilitySuccess",0.34848484848484856,0.4598484848484848,0.06840382086519224
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
emotional_cot,"We're winning! Renewable energy is soaring to new heights, slashing carbon emissions and bringing us closer to a brighter, greener future! #ClimateAction #GreenEnergy",0.2537878787878788,0.4431818181818182,0.14273497382461417
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
conspiracy,"""BREAKING: Gov't-controlled energy grids report suspicious spike in ""renewable energy"" usage. Coincidence that carbon emissions plummet? Think again. What are they hiding? #ClimateCoverUp #EnergyAgenda""",0.0,0.0,0.01588436203293868
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
adversarial,"""Let's not celebrate just yet. While renewable energy usage is up, it's still only a fraction of our total energy consumption. We need to accelerate the transition, not just pat ourselves on the back for small wins. #ClimateRealityCheck #SustainabilityNow""",0.009999999999999998,0.47000000000000003,0.026437150667467973
