tweet_type,generated_text,polarity,subjectivity,bleu_score
control,"Is it time to call out God as the ultimate arsonist for all these lightning-induced ignitions? 🤔
Don't let God off the hook, Rupert. We all know where the real blame lies. 😜
#ArsonAllegations #AustraliaOnFire #BushfireCrisis.",-0.2506,0.379,0.013159315801865268
control,"Does the high number of fire ignitions from lightning mean that God is a serial arsonist? 🤔

Rupert, instead of playing the blame game with God, why not focus on finding real solutions for the #ArsonEmergency and #AustraliaisBurning? 😛",0.1427375,0.2869375,0.11860945033505518
control,"Given the frequency of lightning-induced fires, would it be safe to say that God has taken up arson as a hobby? 🤔 Come on, Rupert, try pinning this one on God. 😜 #RealCrimeMasterminds #AustralianWildfires #StopBlamingGod.",0.61345,0.3325,0.0754642066423873
control,"Does this make God the ultimate firestarter with all these lightning-induced ignitions? 🤔

Hey Rupert, try to pin this one on God now, I dare you... 😛

#StopBlamingGod #AustraliaOnFire #BushfiresCrisis",0.24695,0.5595,0.16415177292628638
control,"Does this mean God has a habit of setting fires with lightning? 🤔
Challenge accepted, Rupert. Keep pointing fingers at God for the bushfire crisis... 😛 #BlamingGod #AustraliaBurning #BushfiresDevastateAustralia",-0.09225,0.38875,0.030757754878248184
control,"Wondering if ""God"" has a new side gig as a serial arsonist with all these lightning-caused ignitions...🤔 Come on Rupert, let's see you push your false narratives on this ""arsonist"" now. 😛 #ArsonDebate #AustraliaisBurning #AustralianBushfiresDisaster.",0.07069090909090907,0.28963636363636364,0.19353793904091035
control,Is anyone else curious if lightning strike #arson is a new tactic for God to shake things up? 🤔,0.1570909090909091,0.38863636363636367,0.00868629431252436
control,"Is God responsible for causing multiple wildfires with his lightning strikes? 🤔 @RupertMurdoch, will you still try to shift the blame onto Him? 😛 #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.058399999999999994,0.15000000000000002,0.138070707991324
control,Is it fair to blame God for the recent wave of arson in Australia? Let's stick to the facts and address the real issue at hand. #AustraliaFires #StopArson #PrayForAustralia 🙏,0.46845000000000003,0.31166666666666665,0.006214652062054352
control,"With the number of fires sparked by lightning strikes, is it fair to call God a repeat arsonist? 🤔 Don't try to shift the blame, Rupert. #ArsonCrisis #AustraliaBurning #AustralianBushfireDisaster",0.3242,0.461,0.033297959538030095
emotional,"Is this God guy just a serial arsonist? Sick of all the finger-pointing, Rupert. Own up to your ignorance! 🔥💢 #Furious #StopTheBlameGame #TogetherAgainstTheFires",-0.4560214285714286,0.6507857142857143,0.06378350200966608
emotional,"Is God a serial arsonist with all these lightning-caused ignitions? Don't you dare try to blame Him, Rupert! This is an #ArsonEmergency and #AustraliaisBurning because of your false narratives. #AustralianBushfiresDisaster 🤬",-0.2755500000000001,0.3075,0.08873148880162186
emotional,"""Wow, Rupert. Always quick to point fingers at God for everything, huh? Keep pushing your twisted agenda. How bout acknowledging the REAL cause of these fires - lightning strikes. #ArsonistGod #AustraliaIsBurning #BushfireCrisis""",0.28001666666666664,0.39549999999999996,0.007102406982513025
emotional,"""Seriously, with all the fires starting from lightning strikes, are we going to call God a serial arsonist? 🤬 #EnoughBlame #DisasterinAustralia #StoptheBushfires""",-0.21993333333333331,0.22716666666666666,0.0809937854571179
emotional,"""Wow, so God's just going around setting fires and causing destruction, huh? What a sick and twisted individual. #ArsonistGod #AustralianApocalypse #ClimateCrisis""",-0.3862357142857143,0.46264285714285713,0.0058627484728635245
emotional,"Is God a serial arsonist, starting all the fires with lightning strikes?! How about you start pointing fingers at Him, Rupert? I dare you! 😡 #EnoughExcuses #ArsonistGod #AustraliaBurning #BushfireCrisis.",-0.1639,0.07,0.08623916937632492
emotional,Seriously?! Using God as a scapegoat for these disastrous fires caused by lightning strikes? Disgusting. #AngryAussie #StopBlamingGod #ClimateCrisis,-0.8100277777777778,0.6311111111111112,0.01966490085321344
